,gamma_2.5,gamma_2.5,gamma_3.1,gamma_3.1,gamma_3.5,gamma_3.5,gamma_4,gamma_4,ER_1.5,ER_1.5,ER_2,ER_2,ER_6,ER_6
,Markovian,Non-Markovian,Markovian,Non-Markovian,Markovian,Non-Markovian,Markovian,Non-Markovian,Markovian,Non-Markovian,Markovian,Non-Markovian,Markovian,Non-Markovian
2020-01-22,3912,3910,3458,3457,3255,3263,2848,2862,2738,2865,4015,4012,4985,4985
2020-01-23,3912,3910,3458,3457,3255,3263,2848,2862,2744,2866,4015,4012,4985,4985
2020-01-24,3912,3910,3458,3457,3255,3263,2848,2862,2748,2869,4015,4012,4985,4985
2020-01-25,3912,3910,3458,3457,3255,3263,2848,2862,2750,2873,4015,4012,4985,4985
2020-01-26,3912,3910,3458,3457,3255,3263,2848,2862,2751,2873,4015,4012,4985,4985
2020-01-27,3912,3910,3458,3457,3255,3263,2848,2862,2753,2878,4015,4012,4985,4985
2020-01-28,3912,3910,3458,3457,3255,3263,2848,2862,2753,2879,4015,4012,4985,4985
2020-01-29,3912,3910,3458,3457,3255,3263,2848,2862,2753,2880,4015,4012,4985,4985
2020-01-30,3912,3910,3458,3457,3255,3263,2849,2862,2754,2880,4015,4012,4985,4985
2020-01-31,3912,3910,3458,3457,3255,3263,2849,2862,2758,2881,4015,4012,4985,4985
2020-02-01,3912,3910,3458,3457,3255,3263,2849,2862,2758,2883,4015,4012,4985,4985
2020-02-02,3912,3910,3458,3457,3255,3263,2849,2862,2759,2883,4015,4012,4985,4985
2020-02-03,3912,3910,3458,3457,3255,3263,2849,2862,2760,2884,4015,4012,4985,4985
2020-02-04,3912,3910,3458,3457,3255,3263,2849,2862,2761,2885,4015,4012,4985,4985
2020-02-05,3912,3910,3458,3457,3255,3263,2849,2862,2761,2886,4015,4012,4985,4985
2020-02-06,3912,3910,3458,3457,3255,3263,2849,2862,2764,2887,4015,4012,4985,4985
2020-02-07,3912,3910,3458,3457,3255,3263,2849,2862,2764,2887,4015,4012,4985,4985
2020-02-08,3912,3910,3458,3457,3255,3263,2849,2862,2764,2887,4015,4012,4985,4985
2020-02-09,3912,3910,3458,3457,3255,3263,2849,2862,2766,2888,4015,4012,4985,4985
2020-02-10,3912,3910,3458,3457,3255,3263,2849,2862,2767,2888,4015,4012,4985,4985
2020-02-11,3912,3910,3458,3457,3255,3263,2849,2863,2768,2889,4015,4012,4985,4985
2020-02-12,3912,3910,3458,3457,3255,3263,2850,2863,2772,2889,4015,4012,4985,4985
2020-02-13,3912,3910,3458,3457,3255,3263,2850,2863,2774,2889,4015,4012,4985,4985
2020-02-14,3912,3910,3458,3457,3255,3263,2850,2863,2776,2890,4015,4012,4985,4985
2020-02-15,3912,3910,3458,3457,3255,3263,2850,2863,2777,2893,4015,4012,4985,4985
2020-02-16,3912,3910,3458,3457,3255,3263,2850,2863,2778,2894,4015,4012,4985,4985
2020-02-17,3912,3910,3458,3457,3255,3263,2850,2863,2778,2895,4015,4012,4985,4985
2020-02-18,3912,3910,3458,3457,3255,3263,2850,2863,2781,2897,4015,4012,4985,4985
2020-02-19,3912,3910,3458,3457,3255,3263,2850,2863,2783,2897,4015,4012,4985,4985
2020-02-20,3912,3910,3458,3457,3255,3263,2850,2863,2786,2897,4015,4012,4985,4985
2020-02-21,3912,3910,3458,3457,3255,3263,2850,2863,2786,2899,4015,4012,4985,4985
2020-02-22,3912,3910,3458,3457,3255,3263,2851,2863,2789,2899,4015,4012,4985,4985
2020-02-23,3912,3910,3458,3457,3255,3263,2851,2863,2789,2900,4015,4012,4985,4985
2020-02-24,3912,3910,3458,3457,3255,3263,2851,2863,2789,2901,4015,4012,4985,4985
2020-02-25,3912,3910,3458,3457,3255,3263,2851,2863,2789,2905,4015,4012,4985,4985
2020-02-26,3912,3910,3458,3457,3255,3263,2851,2863,2791,2908,4015,4012,4985,4985
2020-02-27,3912,3910,3458,3457,3255,3263,2851,2863,2791,2908,4015,4012,4985,4985
2020-02-28,3912,3910,3458,3457,3255,3263,2851,2863,2791,2909,4015,4012,4985,4985
2020-02-29,3912,3910,3458,3457,3255,3263,2851,2863,2793,2910,4015,4012,4985,4985
2020-03-01,3912,3910,3458,3457,3255,3263,2851,2863,2796,2910,4016,4012,4985,4985
2020-03-02,3912,3910,3458,3457,3255,3263,2851,2863,2799,2912,4016,4012,4985,4985
2020-03-03,3912,3910,3458,3457,3255,3263,2851,2863,2800,2913,4016,4012,4985,4985
2020-03-04,3912,3910,3458,3457,3255,3263,2851,2863,2802,2917,4018,4012,4985,4985
2020-03-05,3912,3910,3458,3457,3255,3263,2852,2863,2802,2918,4018,4012,4985,4985
2020-03-06,3912,3910,3458,3457,3255,3263,2852,2863,2802,2919,4018,4012,4985,4985
2020-03-07,3912,3910,3458,3457,3255,3263,2852,2863,2803,2919,4018,4012,4985,4985
2020-03-08,3912,3910,3458,3457,3255,3263,2852,2863,2804,2919,4018,4012,4985,4985
2020-03-09,3912,3910,3458,3457,3255,3263,2853,2863,2806,2921,4018,4012,4985,4985
2020-03-10,3912,3910,3458,3457,3255,3263,2853,2863,2806,2923,4018,4012,4985,4985
2020-03-11,3912,3910,3458,3457,3255,3263,2853,2863,2806,2925,4018,4012,4985,4985
2020-03-12,3912,3910,3458,3457,3255,3263,2853,2863,2806,2927,4018,4012,4985,4985
2020-03-13,3912,3910,3458,3457,3255,3263,2853,2863,2808,2930,4018,4012,4985,4985
2020-03-14,3912,3910,3458,3457,3255,3263,2853,2863,2811,2932,4018,4012,4985,4985
2020-03-15,3912,3910,3458,3457,3255,3263,2853,2863,2812,2933,4018,4012,4985,4985
2020-03-16,3912,3910,3458,3457,3255,3263,2853,2863,2816,2933,4018,4012,4985,4985
2020-03-17,3912,3910,3458,3457,3255,3263,2854,2863,2816,2935,4018,4012,4985,4985
2020-03-18,3912,3910,3458,3457,3255,3263,2854,2863,2817,2935,4018,4012,4985,4985
2020-03-19,3912,3910,3458,3457,3255,3263,2854,2863,2819,2936,4018,4012,4985,4985
2020-03-20,3912,3910,3458,3457,3255,3263,2854,2863,2821,2936,4018,4012,4985,4985
2020-03-21,3912,3910,3458,3457,3255,3263,2854,2863,2821,2936,4018,4012,4985,4985
2020-03-22,3912,3910,3458,3457,3255,3263,2854,2863,2824,2937,4018,4012,4985,4985
2020-03-23,3912,3910,3458,3457,3255,3263,2854,2863,2825,2937,4018,4012,4985,4985
2020-03-24,3912,3910,3458,3457,3255,3263,2854,2863,2828,2937,4018,4012,4985,4985
2020-03-25,3912,3910,3458,3457,3255,3263,2854,2863,2829,2937,4018,4012,4985,4985
2020-03-26,3912,3910,3458,3457,3256,3263,2854,2863,2832,2939,4018,4012,4985,4985
2020-03-27,3912,3910,3458,3457,3256,3263,2855,2863,2834,2940,4018,4012,4985,4985
2020-03-28,3912,3910,3458,3457,3256,3263,2855,2863,2836,2942,4018,4012,4985,4985
2020-03-29,3912,3910,3458,3457,3256,3263,2855,2863,2838,2943,4018,4012,4985,4985
2020-03-30,3912,3910,3458,3457,3256,3263,2855,2863,2838,2943,4018,4012,4985,4985
2020-03-31,3912,3910,3458,3457,3256,3263,2855,2863,2840,2945,4018,4012,4985,4985
2020-04-01,3912,3910,3458,3457,3256,3263,2855,2863,2842,2945,4018,4012,4985,4985
2020-04-02,3912,3910,3458,3457,3256,3263,2855,2863,2844,2946,4018,4012,4985,4985
2020-04-03,3912,3910,3458,3457,3256,3263,2855,2863,2844,2948,4018,4012,4985,4985
2020-04-04,3912,3910,3458,3457,3256,3263,2855,2863,2845,2949,4018,4012,4985,4985
2020-04-05,3912,3910,3458,3457,3256,3263,2855,2863,2846,2949,4018,4012,4985,4985
2020-04-06,3912,3910,3458,3457,3256,3263,2855,2863,2846,2949,4018,4012,4985,4985
2020-04-07,3912,3910,3458,3457,3256,3263,2855,2863,2848,2950,4018,4012,4985,4985
2020-04-08,3912,3910,3458,3457,3256,3263,2855,2863,2848,2953,4018,4012,4985,4985
2020-04-09,3912,3910,3458,3457,3256,3263,2855,2863,2851,2955,4018,4012,4985,4985
2020-04-10,3912,3910,3458,3457,3256,3263,2855,2863,2853,2955,4018,4012,4985,4985
2020-04-11,3912,3910,3458,3457,3256,3263,2855,2863,2853,2956,4018,4012,4985,4985
2020-04-12,3912,3910,3458,3457,3256,3263,2855,2863,2853,2956,4018,4012,4985,4985
2020-04-13,3912,3910,3458,3457,3256,3263,2855,2863,2855,2957,4018,4012,4985,4985
2020-04-14,3912,3910,3458,3457,3256,3263,2855,2863,2855,2957,4018,4012,4985,4985
2020-04-15,3912,3910,3458,3457,3256,3263,2855,2863,2859,2958,4018,4012,4985,4985
2020-04-16,3912,3910,3458,3457,3256,3263,2856,2863,2860,2959,4018,4012,4985,4985
2020-04-17,3912,3910,3458,3457,3256,3263,2856,2863,2863,2959,4018,4012,4985,4985
2020-04-18,3912,3910,3458,3457,3256,3263,2856,2863,2864,2960,4018,4012,4985,4985
2020-04-19,3912,3910,3458,3457,3256,3263,2856,2863,2864,2960,4018,4012,4985,4985
2020-04-20,3912,3910,3458,3457,3256,3263,2856,2863,2864,2960,4018,4012,4985,4985
2020-04-21,3912,3910,3458,3457,3256,3263,2856,2863,2866,2960,4018,4012,4985,4985
2020-04-22,3912,3910,3458,3457,3256,3263,2856,2864,2867,2961,4018,4012,4985,4985
